Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5160,0.0123,0.5159,0.0108,0.5159,0.0114,0.5159,0.0112,0.6992,0.0415,0.6125,0.0158
2,0.009901,0.5157,0.0117,0.5156,0.0107,0.5157,0.0114,0.5157,0.0113,0.6831,0.0382,0.6002,0.0151
3,0.009901,0.5160,0.0120,0.5159,0.0108,0.5160,0.0113,0.5160,0.0112,0.6949,0.0408,0.6045,0.0155
4,0.009901,0.5168,0.0121,0.5167,0.0108,0.5168,0.0114,0.5168,0.0112,0.6828,0.0424,0.5992,0.0158
5,0.009901,0.5167,0.0120,0.5166,0.0108,0.5167,0.0114,0.5167,0.0113,0.6800,0.0411,0.5949,0.0169
6,0.009901,0.5173,0.0127,0.5172,0.0110,0.5172,0.0117,0.5172,0.0115,0.6761,0.0404,0.6107,0.0161
7,0.009901,0.5157,0.0120,0.5156,0.0107,0.5157,0.0114,0.5157,0.0113,0.6977,0.0406,0.6153,0.0188
8,0.009901,0.5178,0.0118,0.5177,0.0109,0.5178,0.0115,0.5178,0.0115,0.6923,0.0423,0.5940,0.0157
9,0.009901,0.5170,0.0119,0.5169,0.0109,0.5170,0.0115,0.5170,0.0115,0.6844,0.0425,0.6065,0.0161
10,0.009901,0.5167,0.0117,0.5166,0.0108,0.5167,0.0115,0.5167,0.0114,0.6872,0.0409,0.5976,0.0171
