Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5167,0.0120,0.5166,0.0109,0.5167,0.0113,0.5167,0.0113,0.6989,0.0432,0.5924,0.0135
2,0.009901,0.5195,0.0138,0.5194,0.0112,0.5195,0.0125,0.5195,0.0120,0.6855,0.0396,0.5945,0.0149
3,0.009901,0.5184,0.0120,0.5183,0.0111,0.5184,0.0117,0.5184,0.0117,0.6949,0.0422,0.5968,0.0148
4,0.009901,0.5176,0.0121,0.5175,0.0110,0.5175,0.0115,0.5175,0.0114,0.6852,0.0392,0.5997,0.0160
5,0.009901,0.5155,0.0118,0.5154,0.0107,0.5154,0.0111,0.5154,0.0110,0.6888,0.0426,0.5938,0.0147
6,0.009901,0.5160,0.0123,0.5159,0.0108,0.5160,0.0115,0.5160,0.0113,0.6751,0.0370,0.6141,0.0157
7,0.009901,0.5172,0.0117,0.5171,0.0109,0.5172,0.0114,0.5172,0.0113,0.6968,0.0394,0.6033,0.0150
8,0.009901,0.5130,0.0112,0.5130,0.0105,0.5130,0.0109,0.5130,0.0109,0.6849,0.0407,0.5900,0.0139
9,0.009901,0.5196,0.0123,0.5195,0.0112,0.5196,0.0118,0.5196,0.0118,0.6819,0.0428,0.5944,0.0145
10,0.009901,0.5139,0.0116,0.5138,0.0106,0.5138,0.0113,0.5138,0.0111,0.6898,0.0427,0.6042,0.0175
