Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7015,0.2723,0.7013,0.2198,0.7017,0.3304,0.7017,0.3283,0.7772,0.1039,0.9900,0.7869
2,0.009901,0.7001,0.2743,0.6999,0.2226,0.7003,0.3294,0.7003,0.3268,0.7764,0.1065,0.9880,0.7527
3,0.009901,0.7007,0.2678,0.7005,0.2174,0.7009,0.3257,0.7009,0.3239,0.7774,0.1041,0.9894,0.7724
4,0.009901,0.7011,0.2741,0.7009,0.2262,0.7013,0.3279,0.7013,0.3265,0.7773,0.1018,0.9892,0.7674
5,0.009901,0.7002,0.2694,0.7000,0.2155,0.7005,0.3248,0.7005,0.3234,0.7760,0.1045,0.9895,0.7556
6,0.009901,0.6999,0.2761,0.6997,0.2218,0.7001,0.3294,0.7001,0.3256,0.7767,0.1061,0.9894,0.7611
7,0.009901,0.7002,0.2717,0.7000,0.2183,0.7005,0.3298,0.7005,0.3271,0.7771,0.1054,0.9904,0.7811
8,0.009901,0.7001,0.2741,0.6999,0.2208,0.7003,0.3265,0.7003,0.3225,0.7769,0.1062,0.9873,0.7397
9,0.009901,0.7005,0.2727,0.7003,0.2204,0.7007,0.3277,0.7007,0.3252,0.7773,0.1058,0.9843,0.7072
10,0.009901,0.7006,0.2730,0.7004,0.2196,0.7008,0.3259,0.7008,0.3234,0.7776,0.1039,0.9886,0.7463
