Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5034,0.0100,0.5034,0.0100,0.5034,0.0100,0.5034,0.0100,0.5655,0.0150,0.6262,0.0164
2,0.009901,0.5023,0.0100,0.5023,0.0100,0.5023,0.0100,0.5023,0.0100,0.5746,0.0159,0.6316,0.0169
3,0.009901,0.5039,0.0101,0.5039,0.0100,0.5039,0.0101,0.5039,0.0101,0.5613,0.0171,0.6367,0.0175
4,0.009901,0.5029,0.0100,0.5029,0.0100,0.5029,0.0100,0.5029,0.0100,0.5559,0.0153,0.6193,0.0168
5,0.009901,0.5031,0.0100,0.5031,0.0100,0.5031,0.0101,0.5031,0.0101,0.5579,0.0138,0.6324,0.0174
6,0.009901,0.5043,0.0101,0.5043,0.0101,0.5043,0.0101,0.5043,0.0101,0.5492,0.0182,0.6361,0.0190
7,0.009901,0.5025,0.0100,0.5025,0.0100,0.5025,0.0101,0.5025,0.0101,0.5604,0.0173,0.6299,0.0172
8,0.009901,0.5019,0.0100,0.5019,0.0099,0.5019,0.0100,0.5019,0.0100,0.5556,0.0154,0.6212,0.0165
9,0.009901,0.5020,0.0100,0.5020,0.0099,0.5020,0.0100,0.5020,0.0100,0.5623,0.0139,0.6354,0.0174
10,0.009901,0.5028,0.0100,0.5028,0.0100,0.5028,0.0100,0.5028,0.0100,0.5562,0.0129,0.6239,0.0168
