Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7981,0.8000,0.7179,0.7187
2,0.8141,0.8151,0.7596,0.7596
3,0.7756,0.7781,0.7500,0.7499
4,0.8045,0.8048,0.7404,0.7399
5,0.8045,0.8059,0.7244,0.7251
6,0.8141,0.8152,0.7147,0.7148
7,0.7981,0.7983,0.7596,0.7604
8,0.8109,0.8114,0.7436,0.7433
9,0.8269,0.8270,0.7564,0.7561
10,0.7756,0.7777,0.7212,0.7205
