Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8077,0.8089,0.8141,0.8156
2,0.7917,0.7925,0.8205,0.8213
3,0.8141,0.8162,0.8301,0.8313
4,0.7949,0.7957,0.8365,0.8366
5,0.8045,0.8062,0.8173,0.8185
6,0.8141,0.8149,0.8301,0.8320
7,0.8141,0.8144,0.8237,0.8253
8,0.7981,0.7987,0.8333,0.8345
9,0.7788,0.7770,0.8077,0.8071
10,0.8301,0.8301,0.8429,0.8441
