Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7623,0.7539,0.7407,0.7293
2,0.7531,0.7352,0.7407,0.7283
3,0.7500,0.7329,0.7407,0.7264
4,0.7469,0.7434,0.7500,0.7425
5,0.7685,0.7542,0.7407,0.7299
6,0.7346,0.7178,0.7438,0.7286
7,0.7531,0.7330,0.7407,0.7238
8,0.7315,0.7260,0.7253,0.7195
9,0.7346,0.7289,0.7469,0.7416
10,0.7407,0.7242,0.7469,0.7351
