Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8045,0.8057,0.5929,0.5913
2,0.8013,0.8020,0.6090,0.6004
3,0.6474,0.5871,0.5962,0.5287
4,0.8013,0.8010,0.6571,0.6488
5,0.6699,0.6084,0.5449,0.4856
6,0.8141,0.8148,0.6090,0.6015
7,0.7949,0.7956,0.6154,0.6115
8,0.7628,0.7640,0.6154,0.6070
9,0.6667,0.6036,0.5417,0.4841
10,0.7949,0.7969,0.6314,0.6296
