Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8077,0.8083,0.8269,0.8271
2,0.6827,0.6164,0.6795,0.6076
3,0.8045,0.8049,0.8269,0.8270
4,0.7949,0.7935,0.8173,0.8170
5,0.8109,0.8106,0.8301,0.8304
6,0.8141,0.8153,0.8205,0.8215
7,0.7821,0.7823,0.8269,0.8274
8,0.7660,0.7678,0.7917,0.7922
9,0.8173,0.8167,0.8333,0.8332
10,0.8045,0.8043,0.8173,0.8175
