Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5929,0.5925,0.5929,0.5913
2,0.5962,0.5875,0.6090,0.6004
3,0.5865,0.5285,0.5962,0.5287
4,0.6186,0.6109,0.6571,0.6488
5,0.5833,0.5278,0.5449,0.4856
6,0.6218,0.6158,0.6090,0.6015
7,0.6090,0.6043,0.6154,0.6115
8,0.5577,0.5469,0.6154,0.6070
9,0.5288,0.4783,0.5417,0.4841
10,0.6154,0.6146,0.6314,0.6296
