Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5929,0.5824,0.5929,0.5903
2,0.5705,0.5680,0.6154,0.6133
3,0.5865,0.5293,0.5929,0.5264
4,0.5994,0.5977,0.6635,0.6622
5,0.5769,0.5223,0.5449,0.4862
6,0.6314,0.6272,0.6058,0.6017
7,0.5929,0.5813,0.6186,0.6088
8,0.5545,0.5443,0.6186,0.6097
9,0.6378,0.6347,0.6090,0.5975
10,0.6186,0.6136,0.6282,0.6236
