Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.4947,0.0098,0.6161,0.0144
2,0.009901,0.5002,0.0099,0.5002,0.0099,0.5002,0.0099,0.5002,0.0099,0.4975,0.0098,0.6230,0.0156
3,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.5011,0.0098,0.6347,0.0158
4,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4985,0.0100,0.5961,0.0132
5,0.009901,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.5101,0.0103,0.6217,0.0146
6,0.009901,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5269,0.0106,0.6381,0.0161
7,0.009901,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.5014,0.0100,0.6333,0.0167
8,0.009901,0.5003,0.0099,0.5003,0.0100,0.5003,0.0099,0.5003,0.0099,0.5005,0.0100,0.6244,0.0155
9,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4967,0.0098,0.6091,0.0145
10,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4942,0.0098,0.6292,0.0158
