Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7222,0.7064,0.6914,0.6752
2,0.3981,0.3758,0.3981,0.3793
3,0.3827,0.3519,0.3920,0.3580
4,0.3611,0.3415,0.3457,0.3314
5,0.7037,0.6996,0.6944,0.6946
6,0.7130,0.6920,0.7068,0.6889
7,0.7253,0.7095,0.7006,0.6836
8,0.4198,0.3868,0.3827,0.3518
9,0.3981,0.3823,0.3920,0.3729
10,0.3981,0.3750,0.3580,0.3421
