Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7469,0.7438,0.7284,0.7213
2,0.7160,0.6890,0.7037,0.6773
3,0.6914,0.6635,0.6914,0.6611
4,0.7130,0.6940,0.7006,0.6832
5,0.7315,0.7101,0.7407,0.7189
6,0.7377,0.7119,0.7407,0.7166
7,0.7438,0.7405,0.7407,0.7351
8,0.7222,0.7073,0.6975,0.6814
9,0.7160,0.6926,0.7346,0.7154
10,0.7099,0.6812,0.7130,0.6834
