Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8750,0.8744,0.4177,0.3699
2,0.8780,0.8769,0.3750,0.3335
3,0.8445,0.8389,0.3659,0.2993
4,0.8933,0.8944,0.3689,0.3575
5,0.8841,0.8840,0.3780,0.3460
6,0.8537,0.8481,0.4177,0.3554
7,0.8811,0.8801,0.4299,0.3981
8,0.8780,0.8776,0.4146,0.3890
9,0.8354,0.8310,0.3963,0.3185
10,0.8780,0.8763,0.3811,0.3525
