Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8872,0.8876,0.8537,0.8544
2,0.8780,0.8798,0.8476,0.8492
3,0.8598,0.8599,0.8262,0.8279
4,0.8780,0.8792,0.8384,0.8405
5,0.8720,0.8729,0.8445,0.8457
6,0.8811,0.8808,0.8506,0.8506
7,0.8750,0.8765,0.8415,0.8432
8,0.8811,0.8817,0.8476,0.8487
9,0.8780,0.8800,0.8415,0.8421
10,0.8720,0.8736,0.8537,0.8539
