Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4116,0.3857,0.4177,0.3699
2,0.3659,0.3226,0.3750,0.3335
3,0.3659,0.3035,0.3659,0.2993
4,0.4207,0.4124,0.3689,0.3575
5,0.3994,0.3760,0.3780,0.3460
6,0.3902,0.3219,0.4177,0.3554
7,0.4146,0.3823,0.4299,0.3981
8,0.4055,0.3833,0.4146,0.3890
9,0.3963,0.3276,0.3963,0.3185
10,0.4055,0.3782,0.3811,0.3525
