Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4207,0.3984,0.4177,0.3718
2,0.3445,0.2465,0.3628,0.2679
3,0.3659,0.3030,0.3598,0.2949
4,0.4207,0.4157,0.3841,0.3701
5,0.3994,0.3737,0.3750,0.3478
6,0.3963,0.3277,0.4238,0.3662
7,0.4024,0.3762,0.4268,0.3975
8,0.4055,0.3833,0.4116,0.3884
9,0.3841,0.3138,0.3933,0.3176
10,0.3841,0.3586,0.3689,0.3390
