Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8333,0.8340,0.8333,0.8348
2,0.8269,0.8273,0.8462,0.8469
3,0.8173,0.8174,0.8462,0.8464
4,0.7981,0.7979,0.8205,0.8213
5,0.8301,0.8307,0.8269,0.8283
6,0.8301,0.8304,0.8365,0.8383
7,0.8141,0.8145,0.8269,0.8286
8,0.8301,0.8303,0.8365,0.8377
9,0.8237,0.8241,0.8301,0.8301
10,0.8013,0.8011,0.8462,0.8469
