Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8462,0.8465,0.8077,0.8087
2,0.8333,0.8339,0.8077,0.8075
3,0.8141,0.8148,0.7949,0.7954
4,0.8365,0.8369,0.7949,0.7951
5,0.8173,0.8177,0.7788,0.7794
6,0.8237,0.8240,0.7917,0.7922
7,0.8013,0.8015,0.7821,0.7825
8,0.8141,0.8143,0.7917,0.7919
9,0.7949,0.7944,0.7917,0.7911
10,0.8173,0.8172,0.8013,0.8014
