Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7407,0.7364,0.7407,0.7344
2,0.7346,0.7210,0.7438,0.7321
3,0.7438,0.7265,0.7469,0.7324
4,0.7438,0.7386,0.7438,0.7357
5,0.7685,0.7454,0.7407,0.7155
6,0.7500,0.7430,0.7531,0.7425
7,0.7562,0.7442,0.7377,0.7266
8,0.7315,0.7110,0.7191,0.7034
9,0.7438,0.7427,0.7377,0.7338
10,0.7469,0.7358,0.7469,0.7394
