Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7407,0.7364,0.7377,0.7328
2,0.7346,0.7210,0.7346,0.7220
3,0.7438,0.7265,0.7284,0.7161
4,0.7500,0.7260,0.7438,0.7176
5,0.7623,0.7460,0.7222,0.7091
6,0.7438,0.7418,0.7315,0.7245
7,0.7531,0.7332,0.7284,0.7092
8,0.7284,0.7227,0.7130,0.7036
9,0.7346,0.7204,0.7315,0.7191
10,0.7469,0.7358,0.7315,0.7248
