Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8077,0.8090,0.8205,0.8216
2,0.7917,0.7889,0.8269,0.8272
3,0.8077,0.8083,0.8237,0.8236
4,0.8045,0.8028,0.8077,0.8076
5,0.8173,0.8171,0.8333,0.8338
6,0.8269,0.8285,0.8269,0.8286
7,0.8045,0.8042,0.8301,0.8306
8,0.7756,0.7788,0.8205,0.8220
9,0.8141,0.8143,0.8365,0.8371
10,0.7917,0.7922,0.8301,0.8309
