Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6795,0.6176,0.5673,0.5070
2,0.8013,0.8025,0.6282,0.6266
3,0.8077,0.8083,0.6667,0.6604
4,0.8077,0.8092,0.7019,0.6990
5,0.8141,0.8128,0.6154,0.6094
6,0.8173,0.8188,0.6474,0.6475
7,0.7917,0.7903,0.6026,0.5902
8,0.7692,0.7721,0.6827,0.6788
9,0.8269,0.8278,0.6603,0.6547
10,0.8141,0.8157,0.6955,0.6940
