Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.3963,0.3473,0.4238,0.3600
2,0.3841,0.3228,0.3720,0.3225
3,0.3750,0.3120,0.3994,0.3182
4,0.4146,0.4169,0.3933,0.3858
5,0.4207,0.3905,0.3963,0.3686
6,0.3811,0.3316,0.4299,0.3872
7,0.4146,0.3945,0.4268,0.4014
8,0.4116,0.3888,0.4238,0.4032
9,0.4055,0.3527,0.3902,0.3388
10,0.4024,0.3559,0.3811,0.3227
