Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8811,0.8816,0.8598,0.8605
2,0.8933,0.8937,0.8384,0.8381
3,0.8537,0.8545,0.8445,0.8465
4,0.8811,0.8825,0.8323,0.8340
5,0.8720,0.8728,0.8537,0.8546
6,0.8933,0.8935,0.8445,0.8449
7,0.8902,0.8916,0.8506,0.8520
8,0.8689,0.8695,0.8476,0.8490
9,0.8872,0.8879,0.8415,0.8422
10,0.8780,0.8797,0.8537,0.8547
