Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7593,0.7446,0.7438,0.7317
2,0.7469,0.7275,0.7377,0.7254
3,0.7593,0.7415,0.7407,0.7283
4,0.7623,0.7482,0.7593,0.7461
5,0.7469,0.7448,0.7469,0.7411
6,0.7346,0.7180,0.7407,0.7231
7,0.7531,0.7328,0.7407,0.7245
8,0.7315,0.7296,0.7222,0.7180
9,0.7407,0.7349,0.7469,0.7416
10,0.7438,0.7278,0.7469,0.7352
