Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5669,0.0669,0.5668,0.0448,0.5669,0.0653,0.5669,0.0616,0.6898,0.0637,0.8819,0.2759
2,0.009901,0.5667,0.0647,0.5667,0.0454,0.5667,0.0606,0.5667,0.0578,0.6846,0.0637,0.8787,0.2369
3,0.009901,0.5627,0.0582,0.5626,0.0416,0.5627,0.0592,0.5627,0.0569,0.6848,0.0601,0.8905,0.3160
4,0.009901,0.5632,0.0594,0.5631,0.0431,0.5632,0.0575,0.5632,0.0546,0.6878,0.0611,0.8798,0.2350
5,0.009901,0.5647,0.0668,0.5646,0.0452,0.5647,0.0642,0.5647,0.0599,0.6866,0.0626,0.8778,0.2557
6,0.009901,0.5649,0.0654,0.5648,0.0447,0.5649,0.0619,0.5649,0.0584,0.6935,0.0597,0.8874,0.2713
7,0.009901,0.5656,0.0646,0.5655,0.0458,0.5656,0.0623,0.5656,0.0591,0.6863,0.0605,0.8839,0.2612
8,0.009901,0.5652,0.0647,0.5651,0.0440,0.5652,0.0588,0.5652,0.0556,0.6889,0.0629,0.8887,0.3071
9,0.009901,0.5612,0.0630,0.5611,0.0433,0.5612,0.0598,0.5612,0.0544,0.6900,0.0659,0.8687,0.2112
10,0.009901,0.5638,0.0627,0.5638,0.0450,0.5638,0.0625,0.5638,0.0588,0.6828,0.0637,0.8771,0.2414
