tag,mechanism,epsilon,seconds
dp_perturb,rr_dp,15.0,0.218287
dp_train,rr_dp,15.0,2.256374
dp_perturb,rr_dp,15.0,0.220912
dp_train,rr_dp,15.0,2.281194
dp_perturb,rr_dp,15.0,0.220925
dp_train,rr_dp,15.0,2.136076
dp_perturb,rr_dp,15.0,0.217836
dp_train,rr_dp,15.0,2.089418
dp_perturb,rr_dp,15.0,0.214246
dp_train,rr_dp,15.0,2.165256
dp_perturb,rr_dp,15.0,0.230848
dp_train,rr_dp,15.0,2.771640
dp_perturb,rr_dp,15.0,0.219521
dp_train,rr_dp,15.0,2.309418
dp_perturb,rr_dp,15.0,0.215029
dp_train,rr_dp,15.0,2.214960
dp_perturb,laplace_dp,15.0,0.486622
dp_train,laplace_dp,15.0,2.331538
dp_perturb,laplace_dp,15.0,0.446731
dp_train,laplace_dp,15.0,2.348424
dp_perturb,laplace_dp,15.0,0.443988
dp_train,laplace_dp,15.0,2.273112
dp_perturb,laplace_dp,15.0,0.469938
dp_train,laplace_dp,15.0,2.384294
dp_perturb,laplace_dp,15.0,0.488998
dp_train,laplace_dp,15.0,2.290919
dp_perturb,laplace_dp,15.0,0.450911
dp_train,laplace_dp,15.0,2.082112
dp_perturb,laplace_dp,15.0,0.432891
dp_train,laplace_dp,15.0,2.236015
dp_perturb,laplace_dp,15.0,0.435464
dp_train,laplace_dp,15.0,2.681969
dp_perturb,laplace_dp,15.0,0.454141
dp_train,laplace_dp,15.0,2.285973
dp_perturb,laplace_dp,15.0,0.446278
dp_train,laplace_dp,15.0,2.258091
