Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5162,0.0104,0.5432,0.0112
2,0.009901,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.4854,0.0097,0.5347,0.0110
3,0.009901,0.5011,0.0099,0.5011,0.0099,0.5011,0.0099,0.5011,0.0099,0.5044,0.0099,0.5413,0.0111
4,0.009901,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5023,0.0099,0.5366,0.0109
5,0.009901,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.5061,0.0100,0.5252,0.0108
6,0.009901,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.4789,0.0094,0.5460,0.0113
7,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4964,0.0100,0.5575,0.0116
8,0.009901,0.4992,0.0099,0.4992,0.0099,0.4992,0.0099,0.4992,0.0099,0.5006,0.0099,0.5256,0.0107
9,0.009901,0.5017,0.0100,0.5017,0.0100,0.5017,0.0100,0.5017,0.0100,0.4994,0.0098,0.5419,0.0111
10,0.009901,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5085,0.0103,0.5282,0.0108
