Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6122,0.6097,0.6250,0.6234
2,0.6122,0.6065,0.6122,0.6052
3,0.5897,0.5324,0.5385,0.4781
4,0.5865,0.5768,0.6635,0.6524
5,0.5801,0.5479,0.6250,0.6022
6,0.6955,0.6960,0.6538,0.6541
7,0.5769,0.5655,0.5929,0.5853
8,0.5577,0.5471,0.6154,0.6067
9,0.6154,0.6105,0.6186,0.6064
10,0.6090,0.5995,0.5994,0.5907
