Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7917,0.7939,0.6186,0.6173
2,0.6571,0.5927,0.5288,0.4668
3,0.6827,0.6205,0.5417,0.4812
4,0.7949,0.7954,0.6667,0.6580
5,0.7821,0.7734,0.6186,0.5939
6,0.8333,0.8331,0.6506,0.6512
7,0.7821,0.7819,0.5929,0.5844
8,0.7660,0.7669,0.6122,0.6027
9,0.8205,0.8204,0.6282,0.6152
10,0.8013,0.8028,0.5994,0.5918
