Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8013,0.8020,0.8269,0.8273
2,0.6699,0.6048,0.6667,0.5965
3,0.7949,0.7949,0.8269,0.8271
4,0.8045,0.8042,0.8077,0.8081
5,0.8077,0.8065,0.8269,0.8272
6,0.8045,0.8046,0.8237,0.8236
7,0.7885,0.7889,0.8269,0.8274
8,0.7500,0.7527,0.7949,0.7954
9,0.8237,0.8233,0.8365,0.8363
10,0.7885,0.7863,0.8173,0.8172
