Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5417,0.4899,0.5385,0.4814
2,0.5417,0.4893,0.5160,0.4618
3,0.6538,0.6511,0.6346,0.6296
4,0.6026,0.5999,0.6506,0.6458
5,0.6058,0.5481,0.5545,0.4953
6,0.6346,0.6342,0.5994,0.5979
7,0.5962,0.5828,0.6218,0.6112
8,0.5641,0.5102,0.5577,0.4981
9,0.6410,0.6396,0.6122,0.6005
10,0.6314,0.6256,0.6314,0.6248
