Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8109,0.8110,0.8237,0.8248
2,0.8173,0.8175,0.8462,0.8462
3,0.8141,0.8141,0.8173,0.8182
4,0.8237,0.8242,0.8237,0.8244
5,0.8077,0.8072,0.8109,0.8111
6,0.8109,0.8109,0.8429,0.8429
7,0.8077,0.8081,0.8045,0.8052
8,0.8269,0.8269,0.8173,0.8176
9,0.8237,0.8238,0.8045,0.8056
10,0.8301,0.8303,0.8173,0.8177
