Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7981,0.7978,0.8237,0.8248
2,0.8205,0.8207,0.8462,0.8462
3,0.8077,0.8072,0.8173,0.8182
4,0.7981,0.7979,0.8237,0.8244
5,0.8045,0.8043,0.8109,0.8111
6,0.7949,0.7947,0.8429,0.8429
7,0.8077,0.8077,0.8045,0.8052
8,0.8077,0.8077,0.8173,0.8176
9,0.8013,0.8016,0.8045,0.8056
10,0.8013,0.8012,0.8173,0.8177
