Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7597,0.2717,0.7583,0.1624,0.7608,0.3814,0.7608,0.3772,0.7871,0.0714,0.9672,0.5167
2,0.009901,0.7594,0.2696,0.7579,0.1600,0.7605,0.3808,0.7605,0.3767,0.7863,0.0720,0.9748,0.5963
3,0.009901,0.7588,0.2746,0.7573,0.1617,0.7598,0.3844,0.7598,0.3800,0.7875,0.0750,0.9750,0.6104
4,0.009901,0.7616,0.2751,0.7602,0.1684,0.7627,0.3900,0.7627,0.3870,0.7883,0.0713,0.9771,0.6301
5,0.009901,0.7577,0.2693,0.7563,0.1586,0.7588,0.3802,0.7588,0.3761,0.7877,0.0727,0.9720,0.5761
6,0.009901,0.7590,0.2667,0.7576,0.1616,0.7601,0.3824,0.7601,0.3807,0.7876,0.0727,0.9679,0.5259
7,0.009901,0.7566,0.2691,0.7552,0.1639,0.7576,0.3807,0.7576,0.3779,0.7871,0.0736,0.9678,0.5181
8,0.009901,0.7611,0.2724,0.7597,0.1648,0.7621,0.3843,0.7621,0.3815,0.7873,0.0721,0.9670,0.5271
9,0.009901,0.7572,0.2668,0.7558,0.1590,0.7582,0.3751,0.7582,0.3714,0.7880,0.0725,0.9763,0.6244
10,0.009901,0.7580,0.2709,0.7566,0.1639,0.7591,0.3786,0.7591,0.3744,0.7872,0.0731,0.9681,0.5232
