Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9024,0.9034,0.8689,0.8704
2,0.8994,0.9004,0.8720,0.8717
3,0.8994,0.8991,0.8780,0.8778
4,0.8933,0.8935,0.8689,0.8691
5,0.9085,0.9080,0.8598,0.8598
6,0.8902,0.8908,0.8689,0.8692
7,0.9055,0.9052,0.8689,0.8694
8,0.9055,0.9059,0.8628,0.8635
9,0.9085,0.9089,0.8872,0.8881
10,0.9024,0.9035,0.8659,0.8661
