Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7256,0.7221,0.7195,0.7139
2,0.7195,0.7150,0.7165,0.7139
3,0.7439,0.7441,0.7043,0.7010
4,0.7165,0.7161,0.7409,0.7392
5,0.7561,0.7535,0.6982,0.6987
6,0.7439,0.7423,0.7287,0.7263
7,0.7500,0.7499,0.7348,0.7360
8,0.7561,0.7538,0.7500,0.7481
9,0.7348,0.7312,0.7287,0.7282
10,0.7470,0.7437,0.7409,0.7412
