Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4722,0.4474,0.4012,0.3776
2,0.4259,0.4146,0.3827,0.3764
3,0.4599,0.4330,0.4012,0.3864
4,0.4352,0.4106,0.4537,0.4256
5,0.4290,0.4031,0.4136,0.3896
6,0.4321,0.4214,0.4290,0.4223
7,0.4043,0.3930,0.4074,0.3986
8,0.4167,0.3863,0.3765,0.3500
9,0.4105,0.3973,0.4198,0.4091
10,0.3765,0.3632,0.4105,0.4001
