Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7037,0.6921,0.7284,0.7138
2,0.7130,0.6978,0.7191,0.7058
3,0.7284,0.7137,0.7284,0.7182
4,0.7284,0.7008,0.7315,0.7009
5,0.7160,0.7081,0.7037,0.6946
6,0.7284,0.7158,0.7346,0.7226
7,0.7068,0.6946,0.7438,0.7329
8,0.7315,0.7138,0.6975,0.6801
9,0.7130,0.7074,0.7191,0.7122
10,0.7377,0.7216,0.7191,0.6963
