Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6821,0.6545,0.4012,0.3776
2,0.7068,0.6945,0.3827,0.3764
3,0.7191,0.6899,0.4012,0.3864
4,0.7346,0.7054,0.4537,0.4256
5,0.6975,0.6708,0.4136,0.3896
6,0.7160,0.7015,0.4290,0.4223
7,0.7099,0.6930,0.4074,0.3986
8,0.7130,0.6844,0.3765,0.3500
9,0.7377,0.7265,0.4198,0.4091
10,0.7438,0.7310,0.4105,0.4001
