Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7068,0.6952,0.7284,0.7156
2,0.7006,0.6853,0.7222,0.7080
3,0.7284,0.7132,0.7191,0.7080
4,0.7191,0.6985,0.7253,0.7055
5,0.7006,0.6733,0.7037,0.6746
6,0.7130,0.6979,0.7346,0.7240
7,0.7130,0.7012,0.7315,0.7208
8,0.7222,0.7097,0.7037,0.6926
9,0.7160,0.7109,0.7191,0.7127
10,0.7191,0.7007,0.7284,0.7058
