tag,mechanism,epsilon,seconds
dp_perturb,rr_dp,15.0,0.137990
dp_train,rr_dp,15.0,1.453566
dp_perturb,rr_dp,15.0,0.141363
dp_train,rr_dp,15.0,1.696657
dp_perturb,rr_dp,15.0,0.147902
dp_train,rr_dp,15.0,2.305117
dp_perturb,rr_dp,15.0,0.147989
dp_train,rr_dp,15.0,1.694228
dp_perturb,rr_dp,15.0,0.140532
dp_train,rr_dp,15.0,2.711490
dp_perturb,rr_dp,15.0,0.145049
dp_train,rr_dp,15.0,1.544253
dp_perturb,rr_dp,15.0,0.143505
dp_train,rr_dp,15.0,1.582725
dp_perturb,rr_dp,15.0,0.145876
dp_train,rr_dp,15.0,1.839106
dp_perturb,laplace_dp,15.0,0.311596
dp_train,laplace_dp,15.0,1.536444
dp_perturb,laplace_dp,15.0,0.306885
dp_train,laplace_dp,15.0,1.624702
dp_perturb,laplace_dp,15.0,0.312904
dp_train,laplace_dp,15.0,1.572088
dp_perturb,laplace_dp,15.0,0.310040
dp_train,laplace_dp,15.0,1.621342
dp_perturb,laplace_dp,15.0,0.306500
dp_train,laplace_dp,15.0,2.550375
dp_perturb,laplace_dp,15.0,0.334383
dp_train,laplace_dp,15.0,1.695675
dp_perturb,laplace_dp,15.0,0.315546
dp_train,laplace_dp,15.0,2.383880
dp_perturb,laplace_dp,15.0,0.306855
dp_train,laplace_dp,15.0,1.527682
dp_perturb,laplace_dp,15.0,0.335917
dp_train,laplace_dp,15.0,2.402232
dp_perturb,laplace_dp,15.0,0.311506
dp_train,laplace_dp,15.0,2.198246
