Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8955,0.8902,0.8895
2,0.9116,0.9101,0.8720,0.8720
3,0.9055,0.9049,0.8659,0.8655
4,0.9085,0.9074,0.8659,0.8659
5,0.9055,0.9046,0.8720,0.8721
6,0.9024,0.9018,0.8689,0.8692
7,0.9024,0.9017,0.8659,0.8659
8,0.9024,0.9001,0.8659,0.8657
9,0.9024,0.9019,0.8720,0.8716
10,0.9177,0.9181,0.8689,0.8686
