Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8955,0.8902,0.8895
2,0.9055,0.9041,0.8720,0.8720
3,0.9024,0.9016,0.8598,0.8597
4,0.9055,0.9047,0.8659,0.8659
5,0.8963,0.8957,0.8689,0.8689
6,0.9055,0.9049,0.8659,0.8664
7,0.8994,0.8987,0.8628,0.8632
8,0.8963,0.8941,0.8659,0.8659
9,0.8963,0.8960,0.8750,0.8749
10,0.9177,0.9181,0.8720,0.8719
