Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9055,0.9065,0.6098,0.6016
2,0.8994,0.9000,0.5884,0.5796
3,0.8841,0.8852,0.5762,0.5747
4,0.8933,0.8944,0.6311,0.6288
5,0.8994,0.8998,0.5915,0.5836
6,0.8841,0.8854,0.5884,0.5825
7,0.9055,0.9050,0.6280,0.6194
8,0.9024,0.9035,0.6159,0.6108
9,0.9055,0.9062,0.5793,0.5738
10,0.8933,0.8940,0.5762,0.5709
