Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6220,0.6258,0.6006,0.5897
2,0.5610,0.5525,0.5854,0.5851
3,0.6037,0.5990,0.5732,0.5723
4,0.6189,0.6219,0.6159,0.6172
5,0.5732,0.5724,0.6006,0.6010
6,0.6098,0.5961,0.6006,0.5865
7,0.6159,0.6121,0.6098,0.6070
8,0.6067,0.5968,0.6250,0.6133
9,0.6067,0.5981,0.6250,0.6239
10,0.6494,0.6475,0.5823,0.5797
