Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8933,0.8939,0.8628,0.8634
2,0.8902,0.8908,0.8598,0.8597
3,0.8902,0.8910,0.8659,0.8668
4,0.8933,0.8944,0.8628,0.8634
5,0.8994,0.9002,0.8598,0.8596
6,0.8933,0.8929,0.8659,0.8658
7,0.9024,0.9027,0.8628,0.8637
8,0.9024,0.9030,0.8780,0.8784
9,0.8963,0.8963,0.8720,0.8726
10,0.9024,0.9028,0.8720,0.8725
