Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6037,0.6023,0.6098,0.6016
2,0.5976,0.5928,0.5884,0.5796
3,0.5884,0.5887,0.5762,0.5747
4,0.6311,0.6400,0.6311,0.6288
5,0.5976,0.5935,0.5915,0.5836
6,0.6555,0.6496,0.5884,0.5825
7,0.5915,0.5777,0.6280,0.6194
8,0.6067,0.6027,0.6159,0.6108
9,0.6220,0.6154,0.5793,0.5738
10,0.6159,0.6117,0.5762,0.5709
