Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6859,0.6234,0.5417,0.4842
2,0.6603,0.5965,0.5160,0.4615
3,0.7917,0.7927,0.6442,0.6423
4,0.7981,0.7982,0.6538,0.6515
5,0.6859,0.6233,0.5481,0.4892
6,0.8141,0.8155,0.6154,0.6138
7,0.7853,0.7867,0.6218,0.6205
8,0.7564,0.7591,0.6122,0.6094
9,0.8269,0.8279,0.6058,0.5973
10,0.7981,0.7985,0.6346,0.6243
