Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5545,0.5013,0.5417,0.4842
2,0.5449,0.4922,0.5160,0.4615
3,0.6571,0.6551,0.6442,0.6423
4,0.6026,0.6003,0.6538,0.6515
5,0.6122,0.5540,0.5481,0.4892
6,0.6378,0.6379,0.6154,0.6138
7,0.5962,0.5952,0.6218,0.6205
8,0.5513,0.5449,0.6122,0.6094
9,0.6218,0.6192,0.6058,0.5973
10,0.6250,0.6198,0.6346,0.6243
