Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5538,0.0319,0.5537,0.0223,0.5538,0.0321,0.5538,0.0309,0.6716,0.0484,0.7929,0.0627
2,0.009901,0.5491,0.0280,0.5490,0.0202,0.5491,0.0270,0.5491,0.0258,0.6715,0.0479,0.7981,0.0682
3,0.009901,0.5523,0.0305,0.5522,0.0220,0.5524,0.0297,0.5524,0.0286,0.6625,0.0485,0.7985,0.0712
4,0.009901,0.5512,0.0288,0.5510,0.0209,0.5512,0.0291,0.5512,0.0281,0.6691,0.0477,0.7919,0.0610
5,0.009901,0.5524,0.0324,0.5523,0.0229,0.5524,0.0327,0.5524,0.0306,0.6633,0.0478,0.7966,0.0548
6,0.009901,0.5525,0.0312,0.5524,0.0215,0.5525,0.0308,0.5525,0.0295,0.6646,0.0470,0.7976,0.0763
7,0.009901,0.5561,0.0344,0.5560,0.0247,0.5561,0.0339,0.5561,0.0322,0.6652,0.0456,0.8013,0.0731
8,0.009901,0.5505,0.0292,0.5504,0.0203,0.5505,0.0287,0.5505,0.0276,0.6632,0.0455,0.7988,0.0838
9,0.009901,0.5526,0.0320,0.5525,0.0217,0.5526,0.0308,0.5526,0.0292,0.6736,0.0457,0.7989,0.0633
10,0.009901,0.5521,0.0296,0.5519,0.0215,0.5521,0.0297,0.5521,0.0284,0.6648,0.0481,0.7937,0.0623
