Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8994,0.8996,0.8902,0.8901
2,0.9085,0.9072,0.8720,0.8719
3,0.9085,0.9074,0.8659,0.8652
4,0.9085,0.9074,0.8659,0.8659
5,0.9055,0.9045,0.8689,0.8695
6,0.9024,0.9018,0.8720,0.8722
7,0.8963,0.8954,0.8689,0.8691
8,0.9055,0.9040,0.8720,0.8715
9,0.9024,0.9019,0.8720,0.8717
10,0.9146,0.9149,0.8720,0.8720
