Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5833,0.5639,0.5772,0.5652
2,0.5926,0.5674,0.5741,0.5499
3,0.5833,0.5703,0.5864,0.5823
4,0.5772,0.5642,0.6265,0.6083
5,0.5679,0.5521,0.6019,0.5769
6,0.5463,0.5375,0.5710,0.5584
7,0.5926,0.5664,0.5864,0.5681
8,0.5895,0.5857,0.5617,0.5530
9,0.6080,0.5933,0.5463,0.5365
10,0.5741,0.5543,0.5741,0.5512
