Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7407,0.7213,0.5772,0.5652
2,0.7315,0.7068,0.5741,0.5499
3,0.7222,0.7093,0.5864,0.5823
4,0.7253,0.7069,0.6265,0.6083
5,0.7222,0.7022,0.6019,0.5769
6,0.7191,0.7089,0.5710,0.5584
7,0.7346,0.7100,0.5864,0.5681
8,0.7438,0.7380,0.5617,0.5530
9,0.7407,0.7305,0.5463,0.5365
10,0.7253,0.7062,0.5741,0.5512
