Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7562,0.7430,0.7377,0.7259
2,0.7531,0.7335,0.7407,0.7264
3,0.7222,0.6985,0.7500,0.7270
4,0.7315,0.7282,0.7531,0.7473
5,0.7438,0.7204,0.7222,0.6972
6,0.7315,0.7158,0.7469,0.7289
7,0.7346,0.7236,0.7438,0.7326
8,0.7160,0.7159,0.7284,0.7241
9,0.7500,0.7474,0.7346,0.7311
10,0.7438,0.7263,0.7407,0.7267
