Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8956,0.8628,0.8625
2,0.8720,0.8745,0.8293,0.8305
3,0.8171,0.8223,0.7622,0.7608
4,0.8598,0.8632,0.8323,0.8354
5,0.9177,0.9177,0.8628,0.8628
6,0.9024,0.9029,0.8598,0.8601
7,0.8963,0.8953,0.8445,0.8446
8,0.8720,0.8718,0.8506,0.8517
9,0.8841,0.8860,0.8110,0.8129
10,0.8750,0.8767,0.8262,0.8277
