Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8956,0.7256,0.7266
2,0.8628,0.8618,0.3720,0.3041
3,0.3171,0.1527,0.3079,0.1450
4,0.8384,0.8436,0.3841,0.3767
5,0.8994,0.8987,0.7073,0.7041
6,0.8872,0.8857,0.6982,0.6920
7,0.8872,0.8864,0.6433,0.6354
8,0.8780,0.8774,0.4085,0.3892
9,0.8445,0.8438,0.3811,0.3110
10,0.8780,0.8769,0.4024,0.3734
