Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8956,0.7256,0.7266
2,0.8811,0.8805,0.3872,0.3451
3,0.3171,0.1527,0.3079,0.1450
4,0.8445,0.8482,0.3659,0.3121
5,0.9146,0.9150,0.7073,0.7058
6,0.8933,0.8931,0.7012,0.7022
7,0.8933,0.8925,0.6463,0.6422
8,0.8750,0.8738,0.4116,0.3811
9,0.8293,0.8276,0.3841,0.3103
10,0.8780,0.8769,0.4055,0.3738
