Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5010,0.0099,0.5010,0.0099,0.5010,0.0099,0.5010,0.0099,0.5390,0.0114,0.5982,0.0137
2,0.009901,0.4999,0.0099,0.4998,0.0099,0.4999,0.0099,0.4999,0.0099,0.5389,0.0118,0.5969,0.0142
3,0.009901,0.5013,0.0099,0.5013,0.0099,0.5013,0.0100,0.5013,0.0100,0.5308,0.0119,0.6049,0.0140
4,0.009901,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5245,0.0110,0.5907,0.0138
5,0.009901,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5258,0.0111,0.5972,0.0137
6,0.009901,0.5017,0.0100,0.5017,0.0099,0.5017,0.0099,0.5017,0.0099,0.5159,0.0118,0.6083,0.0146
7,0.009901,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5302,0.0114,0.6049,0.0141
8,0.009901,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5003,0.0099,0.5215,0.0105,0.5904,0.0134
9,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5179,0.0105,0.6023,0.0140
10,0.009901,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5185,0.0105,0.5991,0.0139
