Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5012,0.0099,0.5012,0.0099,0.5012,0.0099,0.5012,0.0099,0.5471,0.0124,0.6022,0.0138
2,0.009901,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5304,0.0111,0.5934,0.0146
3,0.009901,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5207,0.0112,0.5949,0.0139
4,0.009901,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.5311,0.0113,0.5919,0.0137
5,0.009901,0.5009,0.0099,0.5009,0.0099,0.5009,0.0099,0.5009,0.0099,0.5303,0.0116,0.5990,0.0138
6,0.009901,0.5020,0.0100,0.5020,0.0099,0.5020,0.0100,0.5020,0.0100,0.5249,0.0116,0.6044,0.0145
7,0.009901,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5336,0.0108,0.6037,0.0141
8,0.009901,0.5002,0.0099,0.5002,0.0099,0.5001,0.0099,0.5001,0.0099,0.5304,0.0110,0.5902,0.0135
9,0.009901,0.5012,0.0099,0.5012,0.0099,0.5012,0.0099,0.5012,0.0099,0.5350,0.0129,0.6103,0.0144
10,0.009901,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5292,0.0114,0.5896,0.0139
