Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7126,0.1858,0.7099,0.0690,0.7134,0.2425,0.7134,0.2321,0.8745,0.0893,0.8381,0.0962
2,0.009901,0.7121,0.1834,0.7094,0.0676,0.7129,0.2391,0.7130,0.2288,0.8750,0.0904,0.8491,0.1326
3,0.009901,0.7121,0.1852,0.7094,0.0679,0.7129,0.2415,0.7129,0.2311,0.8759,0.0910,0.8429,0.1002
4,0.009901,0.7119,0.1841,0.7092,0.0678,0.7128,0.2405,0.7128,0.2321,0.8757,0.0911,0.8515,0.1288
5,0.009901,0.7116,0.1819,0.7089,0.0674,0.7124,0.2385,0.7125,0.2295,0.8756,0.0919,0.8438,0.1035
6,0.009901,0.7129,0.1839,0.7103,0.0697,0.7137,0.2420,0.7137,0.2346,0.8755,0.0918,0.8287,0.0867
7,0.009901,0.7122,0.1855,0.7096,0.0697,0.7130,0.2419,0.7131,0.2330,0.8751,0.0915,0.8459,0.0983
8,0.009901,0.7126,0.1850,0.7099,0.0688,0.7134,0.2408,0.7134,0.2303,0.8754,0.0914,0.8308,0.1109
9,0.009901,0.7103,0.1816,0.7077,0.0673,0.7112,0.2370,0.7112,0.2278,0.8756,0.0905,0.8425,0.1158
10,0.009901,0.7124,0.1821,0.7097,0.0684,0.7132,0.2379,0.7132,0.2294,0.8756,0.0922,0.8353,0.0904
