Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8237,0.8236,0.8494,0.8501
2,0.8237,0.8234,0.8365,0.8374
3,0.8173,0.8171,0.8429,0.8442
4,0.8141,0.8144,0.8333,0.8341
5,0.8205,0.8207,0.8237,0.8245
6,0.8173,0.8172,0.8333,0.8343
7,0.8205,0.8204,0.8365,0.8376
8,0.8173,0.8174,0.8397,0.8405
9,0.8205,0.8203,0.8269,0.8275
10,0.8237,0.8236,0.8397,0.8397
